x0,x1,label
-9.035624,4.403157,0
-8.150540,4.968850,0
-0.006652,3.874269,1
-6.458411,4.875363,0
-6.676667,5.259214,0
-2.133879,4.932265,1
-9.758905,4.623726,0
-1.556644,3.823933,1
-8.427733,6.186162,0
-8.558380,7.269889,0
-1.897963,5.877220,1
-12.172840,3.776775,0
0.702518,4.591589,1
-1.065123,2.527381,1
-7.890232,4.915009,0
-8.737228,5.325673,0
-2.023851,3.835759,1
-8.144482,3.766546,0
0.114053,3.655872,1
-1.361401,3.600665,1
-2.042746,3.241619,1
-2.486012,2.911453,1
-2.363796,5.216523,1
-0.154561,3.418913,1
0.237773,7.066430,1
-0.658305,4.092942,1
-9.966055,4.980463,0
-3.472907,4.874965,1
-8.765133,3.854486,0
-0.383951,3.741285,1
-9.510746,4.861001,0
-7.770892,3.682506,0
-7.968873,6.524749,0
-8.801894,4.610224,0
-10.816208,6.046373,0
-8.592885,5.435602,0
-7.721879,6.804794,0
-8.078134,5.389788,0
-10.083473,6.661241,0
-8.474903,3.492707,0
-10.766733,6.362071,0
-5.761898,6.641223,0
-8.333962,3.373809,0
0.167664,3.949315,1
-1.627459,3.860455,1
-7.997957,7.004048,0
-9.259584,4.654449,0
-6.354441,5.203079,0
-7.874431,4.729714,0
-1.634040,5.362119,1
-8.086813,3.871472,0
-9.224349,5.392518,0
-0.794861,4.606144,1
-8.573569,5.685385,0
-9.282208,5.531335,0
0.344095,4.681331,1
-0.226309,3.059642,1
-2.463265,3.409431,1
-6.334679,4.321116,0
-7.792160,4.694971,0
-0.471273,5.538725,1
-9.298245,3.980401,0
-9.420542,5.600855,0
-10.379732,5.907943,0
-8.434450,6.087395,0
-0.865651,3.984629,1
-0.577090,4.611262,1
1.316353,4.661589,1
-1.413718,2.346819,1
-8.488525,5.507580,0
-1.679207,2.873566,1
-1.500661,5.100209,1
-9.564185,4.207351,0
-2.003452,3.937815,1
-0.039564,6.044018,1
-1.367268,3.358410,1
-8.916416,3.310732,0
-8.259886,7.686791,0
-7.975231,4.490122,0
-2.811328,2.051727,1
-0.698360,4.252046,1
-10.455125,6.240891,0
-5.307588,7.976998,0
-9.214141,5.163637,0
1.053352,4.133175,1
-0.289987,4.995280,1
0.054206,5.554246,1
-1.290766,5.224269,1
-1.136847,6.025195,1
-1.226136,4.055141,1
-8.978154,6.830021,0
-1.604355,4.843768,1
-9.838398,5.218137,0
-7.762080,5.238582,0
-1.167706,3.449023,1
-8.327436,7.733207,0
-8.343456,7.324263,0
-1.502978,6.269686,1
-2.063379,2.679471,1
1.116009,1.769746,1
-8.938402,8.033263,0
-0.804101,4.450957,1
-8.834067,4.182397,0
-0.910420,2.492795,1
-9.721991,5.625709,0
-1.203678,3.101376,1
-0.438430,6.004878,1
-7.561042,5.491498,0
-2.993905,4.453555,1
-2.463108,4.083342,1
-0.182722,2.978025,1
-1.222317,3.212131,1
-0.473753,4.676558,1
-8.447141,5.083494,0
-8.933942,4.530548,0
-7.902229,6.933124,0
-1.995766,0.868924,1
-1.943163,3.429240,1
-0.645877,1.155483,1
-8.583012,6.743314,0
-1.502663,5.620309,1
-8.783814,6.963951,0
-1.115806,3.465897,1
-0.111923,5.199003,1
-7.163508,7.655632,0
-8.378438,6.226482,0
-2.570017,4.044706,1
-1.116962,4.181256,1
-9.110859,4.252021,0
-0.547847,4.888234,1
1.044390,5.547755,1
-1.939112,5.223095,1
-8.014088,8.295490,0
-0.303862,3.573957,1
-2.770165,2.259837,1
-8.705261,3.464760,0
-7.174946,4.629499,0
-1.843711,6.350743,1
-9.589023,6.092532,0
-2.284517,5.259569,1
-1.002954,4.142923,1
1.386536,3.473151,1
-8.833488,7.154638,0
-1.749125,3.697692,1
-7.808338,5.747033,0
-8.907836,6.544581,0
-7.464954,5.382392,0
-1.154562,3.472389,1
-8.844159,4.461559,0
-3.464366,3.874911,1
-8.489428,7.269976,0
-7.887484,6.033004,0
-1.508029,5.663224,1
-8.707692,6.309238,0
-2.593002,3.204691,1
-9.309743,6.297940,0
-1.517000,4.375031,1
0.597786,2.217712,1
0.052463,3.670151,1
-8.696267,6.124582,0
-1.977963,4.698111,1
0.140761,2.432919,1
-7.709299,5.755123,0
-2.102379,2.594909,1
-7.903283,4.910447,0
-0.953587,5.580675,1
-8.496762,6.352417,0
-9.184704,5.645378,0
-8.282605,6.543734,0
-9.006207,5.391756,0
-0.456170,4.495063,1
0.687744,4.169922,1
-1.782876,4.312632,1
-9.258681,4.162429,0
1.781158,5.039449,1
-2.029474,2.808748,1
-9.767416,3.399465,0
-9.954063,5.817857,0
-8.545836,6.543598,0
-7.026296,6.775044,0
-8.587565,7.030079,0
-1.953115,3.283481,1
-8.709067,4.889452,0
0.029001,5.509738,1
-6.935323,4.456947,0
-1.181668,5.027364,1
-2.050662,4.016401,1
-7.252645,6.318974,0
-7.354535,5.420455,0
-1.362440,5.098718,1
-7.347212,5.774855,0
0.711949,4.892281,1
-8.593367,7.637821,0
-7.883261,5.561765,0
-8.960108,2.852398,0
-2.085716,3.304864,1
-2.775636,4.789417,1
-8.004962,3.868927,0
-10.117666,6.475761,0
-2.512510,4.066292,1
-8.494172,6.246062,0
-2.855976,3.338097,1
-6.638339,6.401678,0
-11.240054,6.682463,0
-6.492995,5.783578,0
-2.647101,5.453318,1
-6.268481,5.608487,0
-6.721388,5.673467,0
-7.214558,5.098607,0
-9.327098,6.193726,0
-2.436589,6.243711,1
-8.145708,4.699497,0
-0.548952,2.138927,1
-10.227249,7.002930,0
-1.444555,4.665174,1
-0.912445,4.756423,1
-1.969886,5.386939,1
-2.364409,2.957075,1
-1.173291,3.230262,1
-2.944425,5.337951,1
-1.257645,6.035105,1
0.752924,5.167655,1
-7.654439,4.710021,0
-0.725420,6.985855,1
-8.352113,5.901469,0
-8.564811,6.535938,0
-8.113698,6.571298,0
-7.306122,5.714799,0
-6.179412,5.883138,0
-2.128683,3.530204,1
-10.936997,8.074931,0
-10.063404,6.396620,0
-8.456447,3.445997,0
-9.047936,6.060840,0
-10.493910,6.816394,0
-8.626125,4.975411,0
-7.748277,6.721590,0
-0.780423,3.873327,1
-11.232933,5.686974,0
0.404053,4.517219,1
-6.412558,5.048624,0
-0.158280,5.258929,1
-0.096797,2.735990,1
-3.002551,5.407086,1
-7.099455,5.181731,0
-10.523841,3.434657,0
-2.587702,5.207842,1
-0.963486,5.530437,1
-8.786151,5.876128,0
-7.989562,5.446352,0
-1.619909,4.654518,1
-1.057622,3.614270,1
-7.907701,4.276576,0
-8.533441,6.460644,0
-7.316794,5.938740,0
-0.039482,4.891460,1
-7.758466,5.533348,0
-8.494030,4.170676,0
-8.368048,3.994551,0
-1.546608,2.931194,1
-0.855437,3.990872,1
-1.260918,5.766472,1
-2.335510,2.919655,1
-2.114473,3.819791,1
-3.474952,2.332325,1
-9.099001,5.850042,0
0.205055,4.298014,1
-10.951132,4.803785,0
-0.552082,4.874820,1
-10.592363,6.050846,0
-9.973490,3.801270,0
-7.362272,5.539573,0
-10.195790,6.200325,0
-1.337975,2.982207,1
-9.155981,5.087423,0
-0.272188,3.397702,1
-8.884375,5.032064,0
-8.003979,3.866630,0
-1.481637,5.706546,1
-9.179139,3.051556,0
-9.093085,5.969369,0
-9.077725,6.365312,0
-7.543439,5.309231,0
-1.790467,5.156391,1
-2.283402,2.334133,1
-0.267968,2.807295,1
-10.341379,6.508846,0
-1.021029,3.049058,1
-6.943400,5.621609,0
-8.811164,3.755053,0
-1.935338,4.688521,1
-6.622854,6.893831,0
-1.574300,6.459413,1
-7.206696,6.277435,0
-2.000986,5.287535,1
-8.706462,6.435129,0
-9.918898,7.352747,0
-0.959176,5.819249,1
-1.744028,5.411966,1
-0.656073,3.501922,1
0.120329,6.176024,1
-1.724920,5.483211,1
-8.632687,5.227004,0
-9.104350,5.939547,0
-1.585446,6.154103,1
-8.819415,5.958146,0
-8.113018,7.061559,0
-7.688187,6.671599,0
-3.529264,4.599227,1
-9.057247,5.873752,0
-2.770948,6.480873,1
-9.454331,5.829145,0
-7.707931,5.864394,0
-1.191892,5.688848,1
-0.878039,3.585804,1
-8.942298,4.583269,0
-1.723085,6.060200,1
