x0,x1,label
-0.886942,0.300290,0
-0.479911,0.019609,1
1.060171,0.120269,0
0.607862,0.759064,0
-0.914620,-0.430366,0
0.191985,0.514622,1
-0.532472,0.036372,1
-0.974221,0.028141,0
1.011551,0.280766,0
-0.141320,1.051674,0
0.709956,0.761818,0
-0.232935,1.001847,0
-1.032017,0.070251,0
-0.902205,-0.345319,0
-0.475881,0.236062,1
-0.988642,-0.316935,0
-0.009271,-0.368186,1
0.653677,-0.685305,0
-0.179194,-0.570752,1
-0.195102,0.415989,1
0.130266,1.029290,0
0.889224,0.184456,0
0.538818,0.858288,0
0.981326,0.110818,0
-0.083144,-0.423479,1
0.143274,0.494460,1
-0.195796,-0.578049,1
0.339968,0.880056,0
-0.447005,-0.862494,0
0.332832,-0.377188,1
-0.039092,1.001507,0
0.848033,-0.548414,0
-0.471993,0.079320,1
-0.728861,-0.733402,0
-0.352249,0.336678,1
0.627293,0.706043,0
1.033606,0.099821,0
-0.709235,-0.651221,0
0.929606,0.321541,0
0.198215,0.368150,1
-0.603101,0.884844,0
-0.719047,0.651013,0
-0.868225,-0.588322,0
-0.978962,0.043450,0
0.445363,0.228929,1
-0.056883,0.541355,1
-0.561234,-0.794495,0
-0.758811,0.679203,0
1.008048,-0.080535,0
-0.346228,0.159028,1
-0.352681,-0.253082,1
-0.131570,0.450248,1
0.585419,0.807473,0
-0.968918,-0.177122,0
0.856325,0.444147,0
-0.496799,-0.029737,1
0.020489,-0.510473,1
0.521860,0.111203,1
-0.367681,0.388796,1
1.028922,-0.024265,0
-0.324826,-0.268937,1
0.423024,0.093641,1
-0.224388,0.574723,1
-0.991720,0.213593,0
-1.060485,0.278529,0
0.211244,0.430128,1
-0.982844,0.017965,0
0.134884,0.896200,0
-0.480478,0.792328,0
0.243105,0.476278,1
-0.115495,0.931267,0
-0.306649,-0.935362,0
0.404961,-0.268972,1
0.362767,-0.381995,1
0.290749,-0.428009,1
-0.888413,-0.247699,0
-0.869323,0.337951,0
0.944591,0.176974,0
1.025598,-0.034099,0
-0.902180,-0.542598,0
-1.005191,-0.069986,0
-0.927480,-0.292145,0
-0.884169,-0.261529,0
-0.554905,-0.234464,1
0.575939,-0.762423,0
0.228996,-0.480501,1
1.056224,0.241051,0
0.936016,-0.147338,0
0.266295,0.408354,1
0.767051,-0.605875,0
-0.494379,0.056322,1
-0.251837,0.393008,1
-0.291392,-0.999701,0
-0.698915,-0.661532,0
-0.355596,0.370152,1
-0.826210,-0.520882,0
0.172323,0.572327,1
-0.377875,-0.321632,1
0.463674,0.924862,0
0.375362,0.385425,1
-0.399414,-0.980883,0
-0.447843,-0.110564,1
0.500550,0.165435,1
0.190873,0.524709,1
0.138519,-0.550837,1
0.852020,-0.686841,0
-0.269545,-0.447934,1
0.249098,0.495201,1
-0.356600,-0.378532,1
0.408452,0.307456,1
0.423285,-0.052803,1
0.461036,-0.192784,1
0.400348,-0.236638,1
0.299355,0.986462,0
0.005910,0.572567,1
0.336833,0.275290,1
-0.302449,-0.428180,1
0.094484,-0.459218,1
0.266696,0.510222,1
0.262899,-0.405709,1
-0.604125,-0.775138,0
-0.883495,-0.160620,0
-1.061302,0.030764,0
-0.355087,0.248599,1
-0.034592,-0.541535,1
-0.269268,-0.352616,1
-0.197884,-0.427878,1
-0.079856,0.512530,1
0.732665,-0.494911,0
0.452669,-0.090891,1
-0.383121,0.475325,1
-0.258826,0.416498,1
0.919260,-0.433017,0
-0.947455,-0.016077,0
-0.400861,-0.157523,1
-0.911984,0.476718,0
0.045173,0.518451,1
0.276192,0.377613,1
0.179676,0.996844,0
-0.284784,-0.473774,1
-0.343160,0.243918,1
-0.485806,-0.858943,0
-0.482932,0.793315,0
-0.454314,0.350139,1
0.398392,-0.366738,1
0.412795,0.230214,1
-0.129096,0.475391,1
0.333944,-0.264547,1
0.164632,0.415966,1
0.995608,-0.127649,0
0.880849,-0.055282,0
-0.290013,-0.497160,1
0.508744,0.035568,1
-0.380210,-0.860497,0
-0.262915,0.959154,0
0.567636,-0.329530,1
-0.535896,-0.904668,0
0.932396,-0.491505,0
0.710852,-0.700041,0
0.844687,-0.604003,0
-0.020799,0.983620,0
0.436881,-0.259561,1
0.097735,-0.441876,1
0.072478,0.498415,1
-0.997792,0.289692,0
0.392263,-0.392194,1
-0.307803,1.057771,0
0.065964,-0.486631,1
-0.495148,0.759918,0
0.200039,0.983556,0
-0.143378,0.994105,0
-0.528957,-0.926413,0
0.362473,0.354860,1
0.849981,0.611301,0
0.497368,0.865701,0
0.388105,-0.316044,1
-0.506630,-0.245963,1
-0.803824,0.588406,0
-0.575167,0.063611,1
-0.253121,-0.385935,1
0.470305,-0.293586,1
-0.679862,-0.664233,0
-0.468126,0.877312,0
-0.207479,-0.464858,1
-0.039664,1.098442,0
0.979632,-0.309214,0
-0.549764,-0.875803,0
-0.348469,0.206856,1
0.529554,-0.222696,1
-0.125975,0.555727,1
0.241094,-0.417560,1
-0.747013,0.683595,0
0.525052,0.131123,1
0.358477,-0.972574,0
-0.134413,-0.404961,1
-0.235630,0.462326,1
-0.853022,-0.586073,0
0.512826,0.805075,0
-0.093107,-0.583318,1
0.490161,0.857447,0
0.339218,0.317608,1
-0.743018,0.829351,0
0.422986,-0.054278,1
0.242454,0.302351,1
-0.475002,-0.100335,1
-0.675790,-0.749316,0
-0.971025,0.128030,0
-0.447021,-0.289212,1
-0.436703,-0.237179,1
-0.425443,0.202141,1
-0.492844,0.052111,1
-0.397279,0.341426,1
-0.603752,-0.006331,1
0.853082,0.510363,0
0.389882,0.338719,1
0.487694,-0.894172,0
-0.526552,-0.108923,1
0.364239,0.406105,1
0.457553,0.276253,1
0.468311,-0.234374,1
0.497071,0.236935,1
0.467967,-0.895012,0
1.109878,-0.113186,0
-0.934245,0.377118,0
0.108539,0.602532,1
-0.087779,0.504241,1
-0.067412,-1.004101,0
-0.460207,0.248434,1
0.401978,0.930759,0
0.406810,0.022552,1
-0.445720,0.095477,1
0.982720,-0.346439,0
-0.389131,-0.936269,0
-0.135563,-0.512582,1
0.794450,-0.480763,0
0.977452,-0.146231,0
0.450755,0.843767,0
-0.416119,-0.050164,1
-0.456230,0.168117,1
0.962218,-0.346064,0
0.473542,0.221370,1
0.925170,-0.455241,0
-0.791797,0.633935,0
-0.447595,-0.197865,1
-0.050441,0.489961,1
-0.438772,-0.048723,1
0.957524,0.403435,0
-0.382775,-0.397202,1
0.322661,-0.948543,0
0.521109,0.207407,1
0.408548,0.422572,1
0.953255,0.360233,0
-0.903882,0.319002,0
0.906767,-0.382898,0
0.231180,0.437097,1
0.069742,-0.525312,1
-0.403848,-0.891391,0
0.817459,0.622294,0
0.533219,0.877631,0
0.382843,-0.422675,1
-0.173831,0.532923,1
1.003132,-0.177684,0
-0.285958,0.413901,1
0.633176,-0.617564,0
-0.631664,0.838251,0
0.504939,0.058243,1
-0.241040,-0.445984,1
0.210295,-0.990665,0
0.369505,0.396586,1
-0.962584,-0.014691,0
-0.512113,0.099287,1
0.689281,0.773815,0
-0.333356,-0.348179,1
-0.759926,-0.629143,0
0.171870,-0.447170,1
-0.128717,-1.000598,0
0.912431,0.366810,0
0.469095,0.064538,1
-0.414693,0.050445,1
-0.395294,0.232293,1
0.256809,0.906038,0
-0.349537,0.938003,0
0.837738,0.404861,0
-0.979102,-0.205782,0
0.516777,0.882860,0
-0.979012,0.170192,0
0.414451,0.973552,0
-0.621723,0.817577,0
-1.042552,-0.174229,0
0.665523,0.649819,0
-0.332921,1.038193,0
0.901733,0.364680,0
-0.044995,-0.585055,1
-0.381771,-0.902903,0
0.246040,0.373841,1
-0.447129,-0.874739,0
-0.410877,0.282003,1
0.495506,-0.028539,1
0.537663,-0.056777,1
0.983032,0.021188,0
-0.859767,-0.672472,0
0.086897,-0.995716,0
-0.055359,0.455232,1
0.477083,-0.000217,1
0.284012,0.411464,1
-0.009530,0.442584,1
0.485239,-0.867593,0
0.126665,0.464244,1
-0.058698,-0.519550,1
0.683476,-0.780394,0
0.554512,-0.117916,1
0.403355,-0.923267,0
0.100529,-0.573821,1
0.360163,0.274317,1
-0.146331,-0.975712,0
-0.579088,-0.737653,0
-0.302744,-0.380947,1
-0.985927,0.325279,0
-0.414220,0.858649,0
-0.165314,-0.439357,1
0.515065,-0.044598,1
0.891214,-0.556603,0
1.022847,-0.080975,0
0.445463,-0.818419,0
-0.801563,0.611010,0
-0.463772,-0.238636,1
0.017527,-0.536465,1
0.846923,-0.551498,0
-0.207343,0.990742,0
1.019203,-0.042032,0
-0.485657,-0.179043,1
0.961768,-0.410909,0
-0.259515,-0.415047,1
0.131569,-0.474218,1
-0.443866,-0.247909,1
0.027902,-0.513838,1
-0.456242,0.095133,1
-0.155561,-0.429889,1
1.020849,-0.097964,0
0.260661,0.428900,1
-0.453384,-0.060652,1
0.535217,0.003054,1
-0.101556,0.511702,1
0.012027,-0.982538,0
0.292865,0.467231,1
0.478045,0.009010,1
0.360894,-0.304897,1
0.708056,-0.579164,0
0.314436,1.011229,0
-0.457218,0.341779,1
-0.138024,-0.445787,1
-0.670953,-0.606123,0
0.431293,0.899142,0
0.217028,0.899401,0
-0.831373,0.520985,0
-0.456690,-0.011224,1
0.819306,-0.545765,0
0.431992,-0.105888,1
-0.974454,-0.087650,0
0.122103,-0.929801,0
-0.930132,-0.160568,0
-0.230522,0.392001,1
0.024027,-0.484963,1
0.696591,-0.837524,0
-0.464303,-0.288310,1
-0.372251,0.300052,1
-0.298585,0.942484,0
-0.766796,0.656686,0
-0.341001,-0.410119,1
0.567642,-0.083970,1
0.472490,0.207916,1
-0.154135,0.539391,1
-0.243107,-0.964673,0
-0.812631,-0.586461,0
-0.340863,0.431945,1
-0.705813,-0.786543,0
-0.512824,-0.293136,1
0.309988,-0.436151,1
0.427097,-0.896458,0
-0.405610,-0.352025,1
-0.918232,0.275734,0
-0.757057,-0.518055,0
0.057212,-0.521331,1
-0.870444,0.054311,0
-0.054782,-0.467637,1
0.349456,-0.862886,0
0.117114,-1.016047,0
-0.340243,0.952368,0
-1.028809,0.004861,0
0.830479,-0.608573,0
0.813255,0.563663,0
0.908571,0.509539,0
0.755831,-0.619183,0
0.182335,1.005173,0
0.100819,1.020207,0
-0.573839,-0.795833,0
-0.513613,-0.036193,1
1.025432,-0.087518,0
-0.670721,0.691777,0
0.025545,0.493015,1
-0.970797,-0.329418,0
0.738850,0.679857,0
-0.309824,0.427164,1
-0.301258,-0.294901,1
0.900766,0.438746,0
0.872908,0.444181,0
-0.353468,-0.277292,1
0.855106,-0.562823,0
0.966412,0.346391,0
-0.752754,0.606315,0
0.923511,-0.422841,0
-0.457027,0.288158,1
-0.977438,-0.282780,0
0.178714,1.046301,0
-0.257282,-0.934013,0
0.391874,0.411795,1
0.505757,-0.324091,1
0.496362,-0.193101,1
0.288128,-0.311392,1
-0.161247,-0.423010,1
0.509830,-0.913065,0
-0.973300,0.458479,0
0.113763,0.524830,1
0.288244,-0.369644,1
-0.395473,-0.840514,0
0.744823,-0.747500,0
-0.308767,-0.923520,0
0.581369,-0.753304,0
0.421845,-1.042806,0
0.415490,0.211509,1
-0.115344,-1.053395,0
-0.804040,-0.529532,0
0.499959,-0.162515,1
0.269431,-0.417484,1
0.036715,-0.919548,0
-0.069242,-0.447021,1
0.882460,0.427787,0
-0.076688,-0.443190,1
-0.123579,-0.955720,0
0.497442,-0.123960,1
-0.188527,0.483677,1
-0.515209,0.828936,0
1.007766,0.069403,0
-0.279508,0.972203,0
0.073568,0.472295,1
0.590832,0.778618,0
-0.454374,-0.169375,1
-0.349167,-0.886792,0
0.441020,0.911243,0
-0.898720,-0.522364,0
0.570204,-0.816277,0
-0.394030,-1.040436,0
0.520964,-0.133741,1
0.787516,0.624507,0
0.912104,0.249122,0
0.063744,-0.509232,1
0.828035,0.477261,0
-0.027862,1.025541,0
-0.270334,-0.392333,1
1.042475,-0.389690,0
0.363445,0.347549,1
-0.016610,-0.522792,1
-0.698903,-0.806453,0
0.785432,0.700738,0
-0.007172,-1.052226,0
-0.994309,0.359858,0
-0.486025,0.142175,1
-0.156064,0.528035,1
0.140045,0.475561,1
-0.529568,-0.160875,1
-0.511188,-0.210422,1
-0.299372,-0.918822,0
0.484664,0.029145,1
-0.902798,-0.357141,0
-0.016121,0.573257,1
0.388720,-0.408448,1
-0.201093,0.412687,1
0.032950,-1.010120,0
0.535985,-0.879567,0
-0.253988,-0.356841,1
-0.878733,0.320606,0
0.413669,-0.105921,1
0.095288,-1.079259,0
-0.119394,-0.454297,1
-0.475096,0.099846,1
-0.440287,0.170737,1
0.149960,-0.468524,1
-0.371045,-0.334754,1
0.407417,-0.306277,1
-0.503332,-0.191846,1
1.044147,0.096963,0
0.101983,0.514187,1
-0.128288,-0.546320,1
0.225668,0.467679,1
-0.275666,0.446260,1
-0.158121,-0.520846,1
0.840298,0.561623,0
0.327243,0.310904,1
-0.360551,-0.940078,0
-0.940835,0.401101,0
0.099842,-1.003912,0
0.274889,-1.011521,0
0.722378,0.622528,0
0.971859,-0.287414,0
-0.270054,0.939010,0
0.253535,-0.518198,1
0.177172,0.989206,0
0.205883,-0.377844,1
-0.252317,0.997854,0
-0.890193,0.459228,0
0.025542,-0.423820,1
0.065843,-0.505991,1
-0.228400,0.357468,1
-0.576096,0.707432,0
1.013414,0.179645,0
0.508172,0.177008,1
0.408802,0.946248,0
0.222317,1.116260,0
-0.349368,-0.380731,1
0.219119,-0.977055,0
0.456523,-0.391436,1
-0.014862,-0.426630,1
-0.479196,0.160866,1
0.501944,-0.379898,1
-0.342260,-0.930961,0
0.332492,0.313576,1
-0.089555,-0.451096,1
0.035033,-1.032238,0
0.410918,-0.224314,1
1.058638,0.160826,0
0.541437,0.083314,1
0.606977,-0.854555,0
0.387386,0.065459,1
0.468210,-0.901952,0
0.506670,0.119048,1
0.709897,-0.666876,0
0.408041,0.305187,1
0.443653,-0.177341,1
0.474055,0.867033,0
-0.031806,-1.021457,0
-0.304977,-0.351726,1
0.993968,-0.343300,0
-0.497305,-0.067721,1
-0.185432,-0.440031,1
-0.999128,0.093640,0
0.395893,-0.325010,1
-0.061412,-0.471604,1
-0.965371,0.442538,0
-0.919215,0.451178,0
-0.537039,-0.025437,1
-0.422196,0.069561,1
-0.236013,-0.998134,0
-0.364536,-0.890861,0
0.745044,0.746984,0
-0.555225,-0.823844,0
-0.865522,0.270041,0
0.482369,0.008069,1
0.697642,-0.753990,0
0.312613,0.890356,0
-0.369947,-0.376219,1
0.357281,-0.348865,1
1.001853,0.184000,0
-0.476580,0.852212,0
-0.938751,0.181135,0
0.474752,-0.017012,1
-0.248385,-0.436437,1
-0.477252,-0.014449,1
-0.004955,1.034989,0
0.531229,-0.177588,1
-0.316207,-0.227168,1
-0.929340,-0.160839,0
0.451482,0.136751,1
-0.630143,-0.745787,0
0.262922,0.924204,0
-0.862004,0.506752,0
-0.518043,0.937118,0
0.995940,0.171146,0
-0.324933,0.383680,1
-0.965049,-0.073140,0
0.019874,1.064384,0
0.927684,-0.110988,0
-0.814841,0.534224,0
-1.020650,0.097565,0
-0.744111,0.693123,0
-0.783745,-0.636198,0
-0.166348,-0.948928,0
0.755815,-0.637067,0
0.304307,-0.937592,0
0.439217,-0.011440,1
0.204793,0.487687,1
-0.372074,-0.951054,0
-0.292837,-0.368791,1
0.247276,1.007394,0
-0.471981,-0.126854,1
-0.877110,0.033049,0
-0.019606,-0.494006,1
-0.128288,1.005199,0
-0.452707,0.208194,1
0.557756,-0.022157,1
0.591657,0.745910,0
0.165918,0.442409,1
-0.906651,0.597864,0
0.379865,0.390657,1
-1.016475,-0.421058,0
0.270818,-0.431810,1
0.389865,-0.273392,1
-0.539826,-0.153280,1
-0.747075,-0.656195,0
-0.138609,0.437583,1
-0.036042,-0.435634,1
0.412946,0.232709,1
0.207778,-0.482929,1
-0.882044,-0.627216,0
-0.491553,-0.106897,1
0.859157,-0.601537,0
0.930532,-0.523334,0
-0.381783,-0.188995,1
0.750958,0.613483,0
-0.012408,-0.543603,1
0.265331,-0.492239,1
0.181187,-0.392365,1
-0.217189,0.937232,0
-0.090921,0.476856,1
0.955311,0.218835,0
-0.463090,0.966988,0
-0.029446,0.434985,1
0.548572,-0.817576,0
0.983665,-0.522013,0
-0.237607,0.962448,0
0.353906,-0.276323,1
0.516866,0.024458,1
0.491700,-0.007844,1
-0.065955,-0.545604,1
-0.851260,-0.496312,0
-0.069194,-0.516306,1
0.321691,-0.393666,1
0.317146,-0.358805,1
0.218451,-0.512569,1
0.956697,-0.477419,0
-0.228819,-0.939503,0
-0.119595,-0.959306,0
-0.391959,0.312708,1
-0.430829,0.291683,1
0.268570,0.272153,1
-0.381346,-0.290590,1
-1.015949,-0.187426,0
0.446090,-0.196237,1
-1.021486,0.127913,0
-0.679195,0.788725,0
-0.672848,-0.712790,0
0.159045,-0.589202,1
0.547796,-0.136719,1
0.052938,0.431790,1
-0.680402,0.751299,0
0.095828,-0.485315,1
0.398941,-0.321601,1
-0.072779,0.470948,1
-0.895710,-0.452899,0
-0.240657,0.449555,1
0.457341,0.163232,1
-0.511969,-0.105452,1
-0.811645,-0.515581,0
-0.822655,0.555876,0
0.017995,0.476907,1
-0.983117,-0.048587,0
-0.323817,-0.383884,1
-0.458545,0.040817,1
0.470753,-0.137249,1
-0.170829,0.591701,1
-0.662848,-0.735128,0
0.233697,0.352198,1
-0.017249,-0.952097,0
0.184515,-0.360620,1
0.516506,0.065653,1
-0.934472,-0.132381,0
0.932596,0.189931,0
0.450452,0.334262,1
0.511411,0.951484,0
-0.922549,-0.426448,0
0.454689,0.167684,1
0.069539,-0.444081,1
-0.642315,-0.763181,0
1.020066,-0.280340,0
-0.347432,0.409703,1
0.440618,0.040682,1
0.258339,0.916432,0
0.930446,0.407828,0
0.318958,-0.364021,1
0.471456,-0.234882,1
0.527499,-0.877713,0
-0.531720,0.122958,1
0.863496,0.607498,0
0.921110,-0.340751,0
-0.721204,-0.725464,0
-0.930193,0.458774,0
-0.169087,-0.329496,1
-0.406984,-0.820186,0
0.540455,-0.043596,1
0.900139,0.499146,0
0.115300,-0.443210,1
0.106681,-0.423711,1
0.479166,0.159557,1
-0.061346,-0.463496,1
0.973737,0.219010,0
0.526967,0.222185,1
-0.884173,-0.316748,0
0.450459,-0.810634,0
-0.487978,0.190625,1
0.860249,0.545479,0
0.332741,0.882696,0
0.356964,-0.382996,1
-0.410467,-0.386109,1
0.868942,0.738213,0
-0.583384,-0.789803,0
-0.510416,0.199506,1
-0.408203,-0.217473,1
-0.332137,-1.074877,0
0.855158,0.528708,0
-0.266020,-0.448592,1
0.183496,0.612702,1
0.131674,-0.471732,1
-0.831522,0.566016,0
0.278518,-0.928681,0
-0.956008,-0.293485,0
0.544424,0.063993,1
-0.972944,-0.543294,0
-0.617566,0.873010,0
-0.343209,-0.409388,1
0.932698,-0.246046,0
0.281570,-0.467072,1
-0.669993,0.670395,0
0.481708,-0.885295,0
-0.297024,0.404040,1
-0.446341,0.166566,1
0.372824,-0.241294,1
-0.102104,0.994503,0
-0.464227,-0.240132,1
-0.493899,0.891297,0
0.155920,-0.889696,0
-0.328442,0.322846,1
0.162469,-0.514956,1
-0.251128,0.391099,1
-0.433001,-0.896677,0
-0.510098,0.058862,1
-0.496970,0.107190,1
0.432100,-0.190827,1
0.978279,-0.332354,0
-0.556705,-0.740362,0
0.759516,-0.584806,0
-0.546537,-0.081378,1
-0.515728,-0.055516,1
-0.668988,0.799640,0
0.866891,-0.497899,0
0.464410,-0.141479,1
0.246455,0.408828,1
-0.422433,0.314052,1
0.141094,-0.575101,1
-0.830073,-0.583417,0
-0.967459,-0.344332,0
-0.755486,-0.615766,0
-0.995599,-0.057329,0
-0.015053,-0.561213,1
0.778674,-0.630694,0
-0.288029,-0.377192,1
0.344430,0.941565,0
-0.022787,0.497728,1
-0.399217,-0.300425,1
1.059140,-0.176295,0
-0.239212,1.018939,0
-0.495997,0.813142,0
-0.580611,0.324229,1
0.241268,0.396238,1
0.950208,-0.193904,0
-0.030709,0.988070,0
0.454890,0.160858,1
0.016174,0.893246,0
0.071198,0.594722,1
-0.173697,0.581630,1
-0.099647,0.550820,1
0.631159,-0.813259,0
-1.012158,0.090662,0
-0.494957,-0.001880,1
0.476737,-0.182146,1
0.958298,0.011720,0
-0.973264,0.363307,0
-0.322630,-0.407644,1
0.126244,-1.013694,0
0.372892,-0.246382,1
-0.481814,0.212160,1
0.365493,0.255914,1
0.558267,-0.923512,0
0.276418,-0.325919,1
-1.006278,0.409544,0
0.395864,0.398791,1
-0.324276,-0.428543,1
0.551014,-0.768157,0
-0.038223,-0.432041,1
0.430913,-0.257362,1
0.488645,0.188681,1
0.186900,-0.381283,1
-0.013954,0.502163,1
0.295840,0.346940,1
-0.952321,-0.506473,0
0.598403,0.859501,0
-0.431849,0.245451,1
-0.321567,-0.247319,1
0.497343,0.212138,1
-1.014260,0.298512,0
0.400193,0.113241,1
1.064431,0.081075,0
-0.299664,0.942531,0
-0.458133,0.042015,1
0.431920,-0.249751,1
0.828008,0.527061,0
0.238124,-0.444255,1
-0.269441,0.457054,1
0.056585,-0.360063,1
-1.082059,0.021084,0
0.103829,0.977726,0
-0.460981,0.218436,1
0.418644,-0.132506,1
0.016439,0.555703,1
0.150415,-0.957256,0
0.420931,0.313723,1
-0.432739,0.138142,1
-0.554890,0.035306,1
-0.151908,-0.481258,1
-0.080617,-0.448258,1
0.860968,0.503001,0
0.326962,-0.953401,0
0.228626,0.484937,1
-0.153906,0.475940,1
-0.501405,0.019841,1
0.557983,0.090879,1
-0.494551,-0.038702,1
-0.880398,0.508398,0
-0.416454,-0.324878,1
-0.791400,0.573863,0
0.966486,-0.177371,0
0.882351,-0.493844,0
0.418965,0.211821,1
0.984574,0.313954,0
-1.004459,0.138148,0
0.275017,-0.505262,1
0.986247,-0.198653,0
-0.240723,0.413741,1
-0.410689,0.911762,0
0.474630,-0.252141,1
-0.178315,0.523539,1
-0.421225,-0.071006,1
0.975228,-0.126329,0
-0.264080,-0.368180,1
0.147070,-0.421233,1
-0.458134,-0.950647,0
-0.151284,-0.486098,1
-0.062900,-0.982519,0
0.797535,0.461414,0
-0.833615,0.578010,0
0.395955,0.212297,1
-0.754769,0.609997,0
-0.483946,-0.113983,1
-0.217553,0.956381,0
0.100257,0.372248,1
-0.157621,0.433375,1
-0.386505,0.321135,1
-0.016836,0.414397,1
-0.989707,-0.064304,0
-0.793406,0.543271,0
-1.028864,-0.132022,0
0.934077,-0.099731,0
-0.956844,0.165498,0
-0.158782,0.955429,0
-0.412568,0.990641,0
-0.126012,-0.468109,1
0.889782,-0.519841,0
-0.549069,-0.712971,0
-0.264491,0.424196,1
0.025900,-1.057059,0
0.632518,0.892307,0
-0.418280,-0.220651,1
0.648834,-0.639403,0
-0.111931,-0.457193,1
0.233515,-0.325782,1
-0.444740,-0.151761,1
0.483454,0.895581,0
-0.122829,-0.435613,1
-0.307437,0.431729,1
0.050849,0.526734,1
-0.393543,-0.890574,0
-0.346254,0.977756,0
0.160094,-0.467511,1
0.350777,-0.982309,0
0.358406,0.255155,1
1.003320,0.436471,0
0.494068,-0.025986,1
-0.595786,-0.808549,0
0.404881,-0.321177,1
0.353540,0.310325,1
0.214251,0.915830,0
0.326821,-0.908134,0
-0.440897,-0.383717,1
-0.431833,0.912505,0
0.459416,-0.009901,1
0.228510,-0.478294,1
-0.204048,-0.988480,0
0.488612,0.218361,1
-0.527988,0.169015,1
0.435677,-0.885741,0
0.286371,0.924670,0
-0.776466,0.612621,0
-0.991977,-0.005414,0
0.795746,-0.554975,0
0.144639,0.459585,1
0.304043,0.350823,1
0.539393,-0.009610,1
-0.520120,-0.116549,1
0.215440,-0.372837,1
0.227724,0.441300,1
0.520561,0.005007,1
0.489090,-0.942612,0
0.343961,0.980908,0
0.539291,-0.095625,1
-0.771075,0.425458,0
-0.525272,-0.145924,1
0.743993,0.574529,0
-0.450567,-0.855083,0
0.481947,-0.130236,1
-0.032008,0.468434,1
-0.322943,-0.464489,1
0.989523,0.049798,0
